product_id,product_category_name
5f504b3a1c75b73d6151be81eb05bdc9,Cool Stuff
bbf920aa6ac72007a726e6f419156f8f,Moveis Decoracao
c3b7e4d83e530c27a8e6368296aece48,Moveis Decoracao
c5d8079278e912d7e3b6beb48ecb56e8,Beleza Saude
5eaa343860dc445b3fd43d1b682809fd,Esporte Lazer
b5cfb1d3c5e435a7a52227e08f220ee7,Cool Stuff
334479e94cba98064050db1c9636e244,Automotivo
3fcd8dfe610c62edfb51de2630cd9ef4,Bebes
4c8056caed5757810b9a68b83c3759e6,Malas Acessorios
30e77af9e7759bbaa0305d2fbc605dc4,Fashion Calcados
92bf5d2084dfbcb57d9db7838bac5cd0,Telefonia
fdeb34a9f03fea7c3937dd62d1d0287e,Cool Stuff
1065dbb6b0bf03daaedab1236979e296,Papelaria
0d826eba8e0a2ae3bca9e3a947dd756d,Brinquedos
f8f6fd145cc00519283cf3100477b2b3,Esporte Lazer
4e04ffb7dd3739ecfc37de8927dd586c,Papelaria
36555a2f528d7b2a255c504191445d39,Beleza Saude
22937a73f92a33040ab4e2540355a5d8,Fashion Bolsas E Acessorios
dc21247da0290904ffbbcd5953c76f95,Papelaria
9020ce7adcc384b2899ae87ddc54767b,Papelaria
bfc1d1c62b1f7f401d8d9dda962bb870,Esporte Lazer
6fef6d87bb6c2eb11d57a967209219a8,Ferramentas Jardim
1e5428c428e0f783acd6e3d94ba4ee2a,Pcs
94080f9219044d897195e2be145945dc,Automotivo
d0389f20b3d11de54e1e4561df147683,Casa Construcao
3e9b58f1436820c248d3f98d7229bb14,Relogios Presentes
575c38b4c88fc7b35ef22fc8312bfe1b,Cool Stuff
556702ebb73d3786a852ad3d5a8ad268,Construcao Ferramentas Construcao
a3a03c131926ec14d4c9f3ef03016b24,Pet Shop
e586ebb6022265ae1eea38f46ffe3ead,Beleza Saude
278b3c6462e86b4556b99989513ddf73,Eletroportateis
0d009643171aee696f4733340bc2fdd0,Perfumaria
be1be330cf34043d1c40d6114cbd11b5,Relogios Presentes
07f01b6fcacc1b187a71e5074199db2d,Agro Industria E Comercio
75b4372e69a42f8ae1d908c076f547b2,Beleza Saude
3569d4374a919941a50f57371b1dc93d,Beleza Saude
a3c95dc653d9a279b160bc0179385ed1,Cama Mesa Banho
0992c6cba95a13bfa68ea7d5e22d478b,Ferramentas Jardim
b1eae565a61935e0011ee7682fef9dc9,Perfumaria
2734390ee304b0f4817b3c233094fc16,Instrumentos Musicais
32ee3f4e2493045726807808d7abbab6,Cama Mesa Banho
c2367eda4f9623d0355dc5d7796d857a,Cama Mesa Banho
7f34b85142d1ef9e077a0da9ada27385,Moveis Decoracao
c478b1bbf9ec8c5691f37ccb83187386,Informatica Acessorios
f9ecf420c38b90a8af8e7f70fd789264,Esporte Lazer
3a6a0247ced9dcb444b46caafdcdd368,Beleza Saude
adf591c625cb265c12bc6749d3a2f757,Beleza Saude
3e0f398b664b26e3224c79dbf435191f,Esporte Lazer
64c8f1a52b407d92518a1f8b79240a70,Telefonia
af16005fca813272caf59c432153949e,Moveis Decoracao
e6a1ff3552ba3305c1cf0a4dde50347f,Automotivo
d8a405c732027a2af3187b031890933d,Automotivo
ce94e3c41145e28428cdae952a1fd7f2,Relogios Presentes
3f0f8de616df6efb39a48f3c64eea974,Cama Mesa Banho
6ddc95e87149457c4c5177b0a474a9ba,Moveis Decoracao
a2e2851eae0aebb8ee4df32348b42e2b,Informatica Acessorios
723f62c36c298037716bf60c0ad0df3a,Relogios Presentes
b2b3503e675abbc07e278151da072ed2,Moveis Decoracao
c18c01e09509a509e2b88d3ed40c580e,Bebes
a41e356c76fab66334f36de622ecbd3a,Nao Informado
e7cad5e8ed9b92e788262ad710c33bd0,Esporte Lazer
c33d78b97260227119fb2b71be168fca,Cama Mesa Banho
e8fd6f481db77b847e7ab93fa1510e7e,Eletroportateis
67bea89008edcb996cfe4e3d062b62a8,Utilidades Domesticas
e8e86cbab028363545a5bf0ca5e226ee,Moveis Sala
c12b64bf0861a27e0f06c36ef82f457d,Esporte Lazer
6f0169f259bb0ff432bfff7d829b9946,Casa Construcao
b6f3b8136ba8302906df7e11ff908751,Pet Shop
2be2be0a6a5916840503fdf50808ebcb,Utilidades Domesticas
8efa775719397f78f79c8e5c7b0afbd4,Moveis Decoracao
9e87e3ee09baee5f5c0513ff37bc60ab,Cama Mesa Banho
a0abcee0132a5aed003d98e459b37698,Cama Mesa Banho
7f6308ba4057a6a740af7b4dcfb79c13,Telefonia
1eb4a9aee05c9cad041e09add2a26d68,Malas Acessorios
8da90b37f0fb171b4877c124f965b1f6,Perfumaria
712a72a78ffb66cb6eee87eebbf54519,Esporte Lazer
c5fb7fbe39f4e09e048ffbc5b28db49a,Sinalizacao E Seguranca
f17b05cc8a7651896df8c30884200e9a,Climatizacao
55ec10b39713ee81ee2c5bcb558cf866,Fashion Bolsas E Acessorios
c190c4fe582c5b7ffff586506de83f01,Moveis Decoracao
f908df99196805b5bc4ada9ef510b11b,Esporte Lazer
ac5bae85a895724330c4acddd581b02b,Telefonia
d8dee61c2034d6d075997acef1870e9b,Nao Informado
cbaff83e2c00a2b731d27276bbf52082,Artes
ad67f74682943e3857eebf3ca2538d1a,Cama Mesa Banho
1e12f1836c1f08b25ef78fcdf76fbf08,Ferramentas Jardim
acd427ee119d5c71c7a85ae488cb0a6a,Fashion Bolsas E Acessorios
60cf4effb6947283fa638d570bd07318,Bebes
51fed4afb1b41d00ad9d25a73b7fbbc7,Consoles Games
bb09cce52b336261572a5a7e25a33795,Utilidades Domesticas
65a6462e42e05ab3b8dc613566736825,Malas Acessorios
f2396540fbfac27b5117f0dbd6744b50,Cama Mesa Banho
70d1bd3a042448105a71d0b41ecbc96b,Consoles Games
0075c14603d80515e20908c156ceb47b,Esporte Lazer
5a42f73d92034010a4e00360fb0df099,Esporte Lazer
bcd58b852a3b0152b6b384c4e4474ba2,Cool Stuff
2bfb0bdbcea77da2879f0ef3be9a219e,Consoles Games
87fb220044e9aca16fbec51c6c997aa0,Relogios Presentes
484bf1dff778a416389aafd0dee1cb11,Brinquedos
56139431d72cd51f19eb9f7dae4d1617,Nao Informado
3cef8174403f4fdedbf24fa67fa9f132,Bebes
003938452c98ff9ab28e9e7b4bfe97ab,Moveis Sala
8d6cb00151d423c52855385c89f0bae8,Automotivo
5877301b00f95e3c6118738b293dfab3,Eletrodomesticos
e0bbe6292471ff5ab3752414baf78111,Relogios Presentes
dd768d259ee6054e0dadd66c8e2be0b6,Cama Mesa Banho
fc2edee55f4118969f4dc49f7a717605,Automotivo
b521fddf2c8a7e7d1791bfb3c1b2f278,Esporte Lazer
46b48281eb6d663ced748f324108c733,Nao Informado
db7e6804f1a8206a7e51c9a741a09d9e,Brinquedos
50556c630443502c11acde1c320fe278,Beleza Saude
88d2c501ec765f5d7e8038fa6aab0e62,Beleza Saude
722fb67c17907e21734449c091420bf5,Utilidades Domesticas
43b6d9e46e1e6b8ac743a1c31e462937,Ferramentas Jardim
1ffe365aa7583189e63f2fa4f060b269,Esporte Lazer
3014e35fd70fce29095ced5cdc89f4ce,Telefonia
e869d449cc32881790ef9af9b4c670f8,Moveis Escritorio
a1b3a75aaaee5c9a683f2266c088f720,Relogios Presentes
7fdbc1ecf5fdf5c98d9b14e110133eb3,Esporte Lazer
15b3d40f375c0645c1eed4ed1cd8e17a,Fashion Bolsas E Acessorios
1cf39a397efa955b102a52ee7ec5531c,Automotivo
f9471562478eba8761bc985b968a0092,Utilidades Domesticas
e96bac5656eaec25f3d76757fa16d9d3,Casa Construcao
16b06ede456b922e56fbb4b3818aa875,Fashion Bolsas E Acessorios
c7147724cd430269c6296fc758c0a086,Utilidades Domesticas
dbb399a8be7395d5b136d49fcdce13df,Informatica Acessorios
ed46d1fbd7bf78ce79910c09fb892abb,Esporte Lazer
d458378a178cd7cae60052319cebf235,Papelaria
596363933adf57df745ecbc8afeec226,Esporte Lazer
4473f3e5c65952b074ef987fa5c24662,Telefonia
8c9faf6aabee9b2a30b83f92d786f6de,Livros Interesse Geral
8e71b24c3e25a92fef6176120a67fac7,Informatica Acessorios
828fe032935d7c1901682e5b6cc076c2,Perfumaria
19502a282608c5627fb32e22724727fc,Brinquedos
df473738565b52f77b4e22b328b41576,Construcao Ferramentas Ferramentas
657491063e8a63247a108a4d9cedf020,Brinquedos
a388f2043ca885de714453e4fac616e2,Telefonia
4c6018f41a6c2e5543cc034e94f5ce5b,Ferramentas Jardim
a85543a371d5cfafedb80a8177a692b5,Utilidades Domesticas
6b017e0d95d8765a6f2bed3bc272c61e,Fashion Underwear E Moda Praia
6d14f72afff32795290f2df6507f063c,Malas Acessorios
75b433ca888fe027b18dfac89a284667,Eletronicos
9aa70106d14b83c7ad033592870b2b30,Utilidades Domesticas
42fe4aefc7e8a45dd96a59af81dd3fef,Automotivo
a04cf12934a318be6550b1aeab938bf2,Fashion Calcados
224703229a7c966a5b191651e1561be2,Esporte Lazer
43724b27731595d954e911f443fb1cc4,Construcao Ferramentas Construcao
b29ca3d3127057c43ef4b364bbe360ea,Beleza Saude
5e21d5cab5d33e770d8150a4ee6117db,Relogios Presentes
55610b8b7d48294e69fc23f513dfbe98,Moveis Decoracao
68bfdbfe84f03af17733b10362f10020,Moveis Decoracao
5fb61f482620cb672f5e586bb132eae9,Nao Informado
a5bc1334f1762ce0a844f3f694dc08e1,Cama Mesa Banho
701ff123e9085dcc9c2f833efded6374,Cool Stuff
73b499a2f5002c0a2158a478cc5a096c,Utilidades Domesticas
42f14eda412436b96cde4f4025ed5f25,Esporte Lazer
47969dd948e918289f809be899ddfb4c,Papelaria
446295cf6f689d4db477145815362608,Papelaria
280c05c66173c2b377f3e449e33abc6d,Brinquedos
4a96de21ccfb22ebe1c56992acbbd7fc,Climatizacao
c45a1de8cdb00af9ba1f3c097561b77a,Cama Mesa Banho
1b37262ebd1307a6c9aab9aca8584e76,Pet Shop
04869307f7e7dc5b07f1d83406ade1e5,Brinquedos
8bb6ace4cf2411747ea1cfecad5a458d,Bebes
21db47f6493b06e8e7fc562ec9890e77,Informatica Acessorios
f4d705aa95ccca448e5b0deb6e5290ba,Cama Mesa Banho
bbaef2eadf31fe3ea6702077398be06c,Perfumaria
3fc3d637781e5d185455013606a6e2cd,Eletronicos
21d325f98c6505a72b1bcf363f3d3f88,Brinquedos
f6691c7e7a0c12d28003c97608dfe605,Fashion Roupa Masculina
c615805546392ec3b8a20c6590c4d400,Pet Shop
6e9c52b407fea24064f7ab2b144fbf8c,Bebes
e07f6e9343cad06f34d0a7a09eeac4d7,Beleza Saude
80fc21f90a43fdcfc623f11f5457db10,Relogios Presentes
9cafef108028ea326352e901a8b729a7,Cama Mesa Banho
dd783a33bc94bef9c728611320d559e7,Beleza Saude
ec019a7e1feb42072e2a07b6317c7edb,Brinquedos
20424e1f503b9ceeeee60b717b11ec36,Utilidades Domesticas
795ed173180b101b114960e572d2181f,Malas Acessorios
40a75445dcf4958b8c9b3dac6898094b,Esporte Lazer
fff0a542c3c62682f23305214eaeaa24,Papelaria
21419fbb5e6e21591c1dc83cb75aec07,Casa Construcao
d801448d8cf48fd15a66dc8779d47241,Relogios Presentes
d1fbb5683c8e93f314d0f2bf40d07761,Cama Mesa Banho
4e7f36f28c51e114a343625b628dd429,Cool Stuff
58bef3ad35aed45b92cf03510e6cf5ce,Esporte Lazer
532d7f19b8005e415f5b98a1cf4a8690,Utilidades Domesticas
aedb7e30007f6051c5b3f97156b0848a,Artes
c752f2bc46ad4b389290cf5828a1db62,Beleza Saude
7207700449f2433076d70a5b1c004eb4,Consoles Games
582dfc3697c5f834a5ddf28460ba9222,Fashion Bolsas E Acessorios
54910b8287ecea5f93a008ebfa94a15c,Cama Mesa Banho
ecaae002060173ec59f5b168cbd55d70,Automotivo
9e48435521202c8795e21ac42efcc761,Informatica Acessorios
f46c384460008df0071849d01b39834f,Esporte Lazer
4fe53f6c123977ffa0dda91a2962c9e8,Moveis Decoracao
7aeb83cae61b0e94e6426cba2598ad9e,Utilidades Domesticas
3fc23ad64a8ee1f1451c8c44932c5d22,Construcao Ferramentas Ferramentas
e10758160da97891c2fdcbc35f0f031d,Nao Informado
dccef777bc505f2eca720502c209988d,Eletrodomesticos
b6be875acca0b4862cae6479c5d9e6fa,Ferramentas Jardim
84e1b9c6ba2ed178bd217097b41f1251,Moveis Cozinha Area De Servico Jantar E Jardim
93c285dad77a797cf2193ead6afbe107,Utilidades Domesticas
1ba7948f3aa31cdaf78a4885f3c5385a,Brinquedos
6a61a5d77a8571a0646e8c0f75f572f4,Beleza Saude
0e40b1ed4cfd3da1962ec91913e54ba8,Eletronicos
2de8789bf8abcd2f6c7866f9429b1986,Pet Shop
d394d30215872be4cda2c67c1ce5b981,Esporte Lazer
9181a16945ef449aa81212d5139945ec,Bebes
b166907a5770631b7deedd0891b1b7ab,Utilidades Domesticas
302a19dacdbb5ed2f74f9dee8126ef79,Bebes
1fb2c1a0d7f863e0644077cb5d8f80df,Moveis Escritorio
0a17941f41b99d2f070fab54b458a4a4,Malas Acessorios
98190f6a2c3253d07ca86525bb238162,Eletronicos
a18a23a783fb7576a8f0f6fbc2ae2b58,Beleza Saude
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,Brinquedos
71c808620fa8dafbe6cd6c638cc67567,Esporte Lazer
25cdef5b1428725aa16b8b9a6fbd72ca,Industria Comercio E Negocios
a1bf559ac1eab015ba992bd76d9d76c7,Informatica Acessorios
3b82733180834cc02658403163260204,Moveis Escritorio
eca3036ef7ba11b3331c334b7053fe13,Telefonia
6b75ce117b8fcc75289cb6cbe589de6c,Telefonia Fixa
23ab7bb9eac81e85ec43ed71064cf7ce,Cama Mesa Banho
5cfe07a11fd4f35d3c5ca21cd60cee6e,Fashion Calcados
78119fbfa709d07b86f5ccf15043c6d6,Cool Stuff
9138555a5066b7f16bf15e75c7db067c,Construcao Ferramentas Iluminacao
1ec5373950b7877c5de483a123223810,Esporte Lazer
34607082301052079a3bffcd12c5ecfb,Utilidades Domesticas
4ceab0364ce2bef8363b89f4719bbff7,Cama Mesa Banho
c9fe02894880831f6f28d5ac212d036f,Construcao Ferramentas Seguranca
3c883b9d3fd2d0ce448d4136349dc0a4,Cama Mesa Banho
98d0e0ca6213edc063889593a2475e36,Automotivo
f2c1df0fc307ec60e3321c708c1dcac3,Cama Mesa Banho
622d3b263cd40b06e1eeea144fb83f19,Bebes
15cd31f93b25e5a517f05b1af31d353f,Brinquedos
cd7701670288642f7be9437dec9034c1,Perfumaria
3519403062e217f433e0bbdc52e0b19f,Consoles Games
37dffde0476450e75dae423136954b0f,Automotivo
d68bd4dedccc5545b1ff6629de8fb021,Informatica Acessorios
e4c0d69bafff0157f574aae9a147a8c1,Moveis Decoracao
b6b4ab44d1f3c2a645abbda76af2a993,Relogios Presentes
d19d6968c8fa843da04bf9c9d23c312f,Automotivo
de984954e2e130136bcf8988bc973d90,Instrumentos Musicais
c6336fa91fbd87c359e44f5dca5a90ed,Esporte Lazer
d10abea506594de1dd5ea21851f94062,Beleza Saude
4bae12e58c9b828e1302a2cad437b80a,Consoles Games
aba0932cedf32b2a7b6b832f11769613,Beleza Saude
f777c903946dd86fd00cd5b32ec3e907,Construcao Ferramentas Construcao
39e3b9b12cd0bf8ee681bbc1c130feb5,Nao Informado
2e511b5741ab14e7f5294df6f1310b03,Informatica Acessorios
74f250adf8f41738ca96718232a41499,Moveis Decoracao
f16ced867a24a244afefb5b867f337df,Fashion Bolsas E Acessorios
1ce0e963805e3c170485768e8b09fe65,Moveis Decoracao
794de06c32a626a5692ff50e4985d36f,Nao Informado
a530b23a71594d0d986a30359e207762,Moveis Decoracao
d294bd539d8c70342149beb38b767afc,Relogios Presentes
fe9184887637170f6da65623475d6a66,Construcao Ferramentas Construcao
3da6f3c6c1ac8c36ff45b1a493a44e82,Moveis Decoracao
8a4667ce8c036b0d54dd65a38298bfc0,Malas Acessorios
26d114f0b4f14f5e3b3db0e211019777,Moveis Decoracao
ef22b718807d8b96162d9b021912f178,Fashion Roupa Masculina
599e5320aef0c7dd9e3fed9b2f673d41,Informatica Acessorios
acfc0fd945c522a0d2266d45bcdd91c6,Pet Shop
2029248294c186017ecfc48cecd47bbd,Ferramentas Jardim
e8f22df5fa5b454907286aa61d6216a8,Fashion Calcados
4da06dee0a480b5d666886ea00b4d9b3,Cama Mesa Banho
39d5f0edfbb6ee4d1c524dd620c0bc7a,Ferramentas Jardim
185013b2b9237c14bd26a394d9fda023,Climatizacao
3d1e658dd7dc71b44b125bdd18236fb3,Moveis Decoracao
5e459bd31247ee46fa95b09556600a6a,Fashion Calcados
bb31a27a0b24236c8ce7e0c6264c51ec,Telefonia
99a5e7a2c16478ff3f0ea9c20eb2820f,Automotivo
8a2d3285de64b2117fbf83784acd09fc,Automotivo
fdac82e439dafa5f87a9547581532380,Automotivo
b3f29e4bbae3c829f7c4231074c307ee,Utilidades Domesticas
115bc0865dc675638645e1ab5311e30c,Bebes
e71ba6dc5ef4b3bada7ee8d17304d31e,Consoles Games
062597771ee91356ea34084f28c03a4b,Fashion Bolsas E Acessorios
8d51190d4e52d32e6abf3d0551501114,Telefonia
10d43b23591dde746f32fe6a7beb5bfb,Beleza Saude
b0cd550945da1de6eb9cb69595d540df,Esporte Lazer
e83ded7d97b96d338c4e72bb1ff7676c,Ferramentas Jardim
ce130b350f529a1d6288f927da7404ea,Cama Mesa Banho
c04b8195870068ff5c495f269a0bc993,Livros Tecnicos
454157d7294823cc44ad21d4fe31474a,Esporte Lazer
f0737b524fe6b57f2ad4f174ce23a62c,Esporte Lazer
bc4a074ab7a7ff14e98fa64671a79dc0,Beleza Saude
6c3fc3c928cf7d57418923ffea326d9a,Cool Stuff
dc582e9ac5036846acfeeb3093b17aa7,Perfumaria
e84fb20fe338824c220166d3cd562cbd,Beleza Saude
3c2f792f1041177a81913a977431a99e,Eletronicos
bcad5b050c241af2fdc24c51556b297c,Ferramentas Jardim
0d8c64a12c0e49b2515674c031b965a1,Moveis Decoracao
e5d860a0fff2e94bd1a406456cc6c4b3,Eletrodomesticos 2
eca26be90d3b3454dd69a13a05bdb46e,Fashion Bolsas E Acessorios
c4344f6de69a96da8febce3f885171f0,Consoles Games
f092eaa771e3dca0bfeca32b5c9d5669,Instrumentos Musicais
debefa981200019b8c4a45d0176125a6,Cama Mesa Banho
d0877f0094337c414d23f5a3c7bad20c,Moveis Escritorio
4ed86bcb86407328452ac1c5b3b89d67,Bebes
e117ca2a90cfd40b93450b0b60f834e4,Cama Mesa Banho
7af3e2da474486a3519b0cba9dea8ad9,Nao Informado
4c303e0fd131aa3fe487c108b5aa8c06,Artigos De Festas
63f7cd79973145c9e6bb11c5fd03e82e,Fashion Bolsas E Acessorios
a2bd2eae20998a24c22b110334928b02,Malas Acessorios
55103cbbe0851d3a303a022cc4140628,Malas Acessorios
f97d74310019b255120e4316f4515d74,Fashion Bolsas E Acessorios
3d649f0e12c7b5f9ec7e00f538cc13f3,Beleza Saude
9a5a361f3cd6c280f6bf4ffb6207c51e,Papelaria
c354569eefd558bf201d0aedf35608ed,Cama Mesa Banho
7f383ce1a13d3d90e3d6074557ee8deb,Telefonia
f2a1b32f85cad59ff2a8444154ac25f0,Climatizacao
5027a29c73fb3aa5e93eae6867c9a2e7,Papelaria
457c5f8a59156ce6315753d8d788a16a,Relogios Presentes
3eb0cd17f2bfe15716e113962806a5de,Cama Mesa Banho
76df076d70248fa44de6ed8c31a1a9b5,Papelaria
7683fe3e73bd7af6d0f6a6ed497cb04a,Construcao Ferramentas Iluminacao
e63e00cfcd91a5b34c13e2134671e842,Moveis Escritorio
a77e6c93242ae050800cb3e5b98c2fcd,Bebes
a1e9b0d76a76ff474f4a4374fcfb8c42,Esporte Lazer
1dfb36d969d347f56f43590ec42c7b8c,Esporte Lazer
ae728f68e1fe806253238e93f2bfc324,Esporte Lazer
a1d17216996bf0cbba886f91bfd31c77,Telefonia
22776ebd2bfdf5f55499fd324862a673,Automotivo
6b5af19067eeadc0f331687a79ca656b,Papelaria
c72a1a8c3bbe15206d1880cedc7bd791,Informatica Acessorios
f14aa2ba817ef24ccf7f99c0ccfab59a,Relogios Presentes
f2d80346f1dd6986e9e6611db7b708aa,Bebes
1f64ec386a6be322e71596931f5d2377,Perfumaria
b97114b2893e68400ae867459b491bcd,Cama Mesa Banho
ef6aa884e3493fd38cc8ee47d8d79d10,Cool Stuff
769cc5a32d4e6c7710013f35a73d45e9,Esporte Lazer
e24f73b7631ee3fbb2ab700a9acaa258,Fashion Bolsas E Acessorios
0417855683de23ba1e20e8a358a5ac7c,Automotivo
11dc4053871ff53ff79fb1fc7e6b160f,Esporte Lazer
8729e9bc4b7f0422448d80ed35ae329d,Beleza Saude
eced39e6c33db4b865ea46d12dde67d8,Brinquedos
bad5bc36e62c12c840045474c6dbe021,Utilidades Domesticas
afce90df29b9a0c1bfe5e1033f1197b1,Telefonia
06efa56b8557e1efcb2c107f55d1a8dd,Ferramentas Jardim
fa9cf28beaafe4f4bec59550f6c76481,Moveis Decoracao
0bb7cb61f1957f79dac582ab66ccdc1f,Utilidades Domesticas
ad19bca6e0f1919433d7e21d534ddb50,Livros Interesse Geral
334995514673fb6bae67885458b52984,Utilidades Domesticas
95578be74a242e7a0eae084908bbb5f8,Moveis Escritorio
288d91794eb2b14fed9ed5e469cb87c3,Cama Mesa Banho
f72379337062680ca5a2b7b0275913d8,Moveis Decoracao
24f9f99148480cd31288ed4e7d962e15,Moveis Decoracao
4c505e52bedf9651c08793647c925e65,Cama Mesa Banho
77c0d362526797bf132aaf564b1e436d,Ferramentas Jardim
c23381297fa734ea441a15d723199fb5,Informatica Acessorios
8b6a57fbcf171e0a44f97af7af858939,Informatica Acessorios
78bd107dbc2f94f453c1bac8d2b4ede1,Utilidades Domesticas
ef76ea9ee88ad60b9680c7635f2baaa8,Bebidas
c8a0fe4fb537a7864e6aca0477a6da9c,Cama Mesa Banho
6bb81626d06fafb4d7eab61ac9ed70c6,Beleza Saude
9339df4b551cc289617ed742b9af7925,Telefonia
09c3d39641970009c198caed304ccfc4,Bebes
7130a7cfbe3bb2f11f6524e0cec6eafe,Pet Shop
76fffd0056ad48fbddac939c05e05cff,Relogios Presentes
e05646078b508ff048d63d3af7775ca1,Eletroportateis
15571dce56ff7d152dab99a0bc8354d5,Esporte Lazer
c571bd52d56c393e52b38a593da5950f,Cama Mesa Banho
2efbce46d36d9af306d4300db163b276,Beleza Saude
a453b4ccccf554efba31d5ada5a59a60,Telefonia
0d79e2972015716ede4fabeb5b60f8c6,Market Place
2068e3435a38f6a3cc95ba89a96378ab,Automotivo
28e410092e56a080e14595c053d0bbe8,Perfumaria
c5c66926b3f964b8cf9e7dfb1150d13e,Esporte Lazer
3488d2ce36e718097c1509444289ef7f,Perfumaria
a0ff95d002b9e836b60b47e97a200f93,Casa Construcao
068ceaa8a3d9d385cbf53d5335f89f80,Utilidades Domesticas
a7b42937ab954b0e03bcf6cc35209940,Esporte Lazer
fea2f92877b647dc07ea8e3f4aa2cf3f,Brinquedos
b52e7c92200ed9874e77bc09b5ed4d40,La Cuisine
a8bb7885faf316d9a5062d42d2b2fba4,Esporte Lazer
63f52009dc3ddb733394e80183aed0f0,Moveis Decoracao
2de11f4242720888f88ebe396a8332f7,Moveis Escritorio
62224b433a431310bf27129938ad9f64,Esporte Lazer
b2083bcfc8768380dd0e31d612e96d08,Cama Mesa Banho
93719014f156d3fa9e0511cd0ab96315,Cool Stuff
f86faff2fff9d021e363dc81bfd16930,Cool Stuff
629beb8e7317703dcc5f35b5463fd20e,Nao Informado
5563f6b699b362e1bd6a2e1e650f52bd,Livros Tecnicos
7e437c1d65a7baab7e7ca6c9f4e98b84,Beleza Saude
012dd0e1c1f14325ee35f06748329355,Beleza Saude
b72e63f4630dcaded1689b28efa4c583,Brinquedos
e791e580a2421e4471aebb0629c705c1,Informatica Acessorios
aeeb6146e21d11416d01b0e03c2de06e,Utilidades Domesticas
e91f30f35875789d4b7d14610aa88c15,Cama Mesa Banho
3a78f64aac654298e4b9aff32fc21818,Nao Informado
ff7ac89ca5b77d0fb5f8a65262d73956,Perfumaria
1684f99c7e0e67403e52a7783366870f,Automotivo
7715f7da32957a84ad267799121a90e2,Perfumaria
ac1290e4432c1f2662b71ac47da47691,Telefonia
b23cfa104a0f297458ecebea590a33d5,Telefonia
5b488b474a4f2519b7826390b1873a58,Utilidades Domesticas
ce8a29973a1fed3f8d22ea5514d9ea07,Eletronicos
4c7d111494b1116a2bec5e2d940e3439,Consoles Games
4803f125e17a7b5fc363202349fbf14f,Utilidades Domesticas
7db409a594f815ca2267b5383d139ee7,Utilidades Domesticas
8fec581a22f1e87d7e0f0a0da4626a82,Utilidades Domesticas
2ac6c3f94b62b0d60ac5b907bdb42cd4,Fashion Bolsas E Acessorios
ad0e74d7a7848008daa87492dff8db9f,Automotivo
65ded196f8f1dbea9916be9b6fcfa0b7,Construcao Ferramentas Ferramentas
